数据时间,1#炉膛上部温度,1#炉膛中部温度,2#炉膛上部温度,2#炉膛中部温度,3#炉膛上部温度,3#炉膛中部温度,1#炉炉膛负压,2#炉膛负压,3#炉膛压力,1#炉一次风机速度反馈,1#炉一次风机已运行,2#炉一次风机速度反馈,2#炉一次风机已运行,3#炉一次风机速度反馈,3#炉一次风机已运行,1#炉二次风机速度反馈,1#炉二次风机已运行,2#炉二次风机速度反馈,2#炉二次风机已运行,3#炉二次风机速度反馈,3#炉二次风机已运行,1#炉引风机速度反馈,1#炉引风机已运行,2#炉引风机速度反馈,2#炉引风机已运行,3#炉引风机速度反馈,3#SNCRz除盐水流量,3#SNC尿素溶液流量,1#炉雾化石灰浆流量,2#炉雾化石灰浆流量,3#炉雾化石灰浆流量,1#炉SNCR炉膛出口温度,2#炉SNCR炉膛出口温度,3#炉SNCR炉膛出口温度,1#炉布袋除尘器压差,1#炉布袋除尘器入口温度,2#炉布袋除尘器压差,2#炉布袋除尘器入口温度,3#炉布袋除尘器压差,3#炉布袋除尘器入口温度,1#炉烟气温度,1#炉烟气压力,1#炉烟气流量,1#炉烟气湿度,1#炉烟气O2,1#炉烟气KLW（折算）,1#炉烟气SO2（折算）,1#炉烟气NOX（折算）,1#炉烟气CO（折算）,1#炉烟气HCL（折算）,2#炉烟气温度,2#炉烟气压力,2#炉烟气流量,2#炉烟气湿度,2#炉烟气O2,2#炉烟气KLW（折算）,2#炉烟气SO2（折算）,2#炉烟气NOX（折算）,2#炉烟气CO（折算）,2#炉烟气HCL（折算）,3#炉烟气温度,3#炉烟气压力,3#炉烟气流速,3#炉烟气湿度,3#炉烟气O2,3#炉烟气粉尘（折算）,3#炉烟气SO2（折算）,3#炉烟气NOX（折算）,3#炉烟气CO（折算）,3#炉烟气HCL（折算）
2025-05-23 07:08:00,544.24,1015.69,1014.39,1056.32,941.01,939.38,-167.00,-95.25,-141.90,29.45,1.00,19.36,1.00,45.81,1.00,4.67,1.00,27.63,1.00,34.01,1.00,31.63,1.00,21.15,1.00,41.43,0.00,29.76,3.00,0.00,3.00,513.50,539.70,799.26,-2721.55,134.52,-2209.10,185.64,2302.08,198.38,116.58,-16.00,11.74,11.32,19.46,7.63,16.93,59.75,261.64,0.25,167.64,-142.00,22.20,9.63,11.38,3.90,33.11,163.74,4.08,4.40,167.46,3.75,18.33,15.74,12.52,6.07,10.70,122.24,0.08,1.44
2025-05-23 07:10:00,540.54,1019.07,1010.23,1055.21,942.50,954.20,-164.80,-85.30,-235.60,29.45,1.00,19.40,1.00,45.81,1.00,4.68,1.00,27.63,1.00,37.51,1.00,31.63,1.00,21.15,1.00,41.42,0.00,29.77,1017.00,2.00,0.00,509.47,535.41,786.06,-2731.15,134.10,-2219.45,186.03,2576.38,199.01,116.44,-11.00,11.89,11.32,19.61,7.55,27.02,55.08,261.64,0.25,167.64,-127.00,23.55,9.98,11.08,3.76,34.54,155.79,4.89,4.33,168.28,0.00,18.98,17.24,11.32,5.56,100.00,34.42,284.09,0.53
2025-05-23 07:12:00,537.48,1024.98,1016.67,1061.12,944.32,949.46,-163.40,-86.15,-140.05,29.44,1.00,19.48,1.00,45.82,1.00,4.67,1.00,27.63,1.00,37.51,1.00,31.62,1.00,21.15,1.00,41.42,0.00,29.75,1019.00,4.00,0.00,503.75,528.52,781.86,-2739.75,133.70,-2254.55,186.15,2591.98,194.60,116.32,-55.00,11.80,11.32,19.57,7.46,27.02,55.08,261.64,0.25,168.09,-171.00,23.63,12.45,10.70,3.71,57.92,138.18,5.67,4.28,168.60,0.00,19.53,17.22,11.53,5.52,55.30,63.26,137.19,2.06
2025-05-23 07:14:00,528.84,1016.34,1015.82,1055.80,951.92,943.08,-170.60,-76.65,-140.75,29.45,1.00,19.32,1.00,45.82,1.00,4.68,1.00,27.63,1.00,34.53,1.00,31.64,1.00,21.15,1.00,39.44,0.00,29.77,848.00,7.00,1.00,499.27,523.38,804.90,-2718.75,132.87,-2240.05,186.48,2343.02,188.71,116.22,-32.00,12.14,11.32,19.63,7.46,33.05,50.49,261.64,0.25,167.86,-119.00,23.74,12.30,10.98,4.01,46.83,144.40,3.86,4.32,168.37,0.00,19.38,16.70,12.00,5.85,35.76,81.72,12.02,2.61
2025-05-23 07:16:00,526.30,1022.51,1020.96,1058.79,959.40,957.00,-168.35,-84.95,-143.70,29.44,1.00,19.50,1.00,45.84,1.00,4.67,1.00,27.63,1.00,34.55,1.00,31.63,1.00,21.15,1.00,39.42,0.00,29.65,857.00,7.00,5.00,493.93,516.75,798.66,-2722.75,132.68,-2269.25,186.48,2359.50,187.56,115.98,-40.00,12.44,11.32,19.70,7.46,36.16,42.69,261.64,0.25,168.21,-120.00,22.75,12.10,10.86,3.84,34.47,158.45,4.88,4.33,168.15,0.00,20.19,16.86,11.45,5.39,73.28,63.12,41.58,1.92
2025-05-23 07:18:00,519.61,1017.77,1011.60,1060.54,960.70,957.84,-160.30,-88.60,-107.95,29.45,1.00,19.50,1.00,45.82,1.00,4.67,1.00,27.63,1.00,34.53,1.00,31.64,1.00,21.15,1.00,39.44,0.00,29.88,851.00,4.00,6.00,488.15,510.12,796.80,-2740.25,132.27,-2322.65,186.78,2369.75,185.65,115.76,-23.00,11.71,11.32,19.72,7.37,37.16,38.36,261.64,0.25,168.66,-157.00,22.06,11.34,11.18,3.65,41.65,136.70,3.90,4.33,167.91,0.00,21.16,17.28,11.67,5.88,91.20,63.64,18.52,0.96
2025-05-23 07:20:00,513.11,1010.75,1002.88,1049.30,959.66,949.26,-163.05,-88.35,-124.85,29.46,1.00,19.48,1.00,45.82,1.00,4.68,1.00,27.63,1.00,34.53,1.00,31.63,1.00,21.15,1.00,39.45,0.00,29.56,860.00,5.00,0.00,485.61,506.87,822.66,-2726.75,131.85,-2495.85,186.99,2393.05,185.15,115.76,-2.00,11.65,11.32,19.76,7.57,35.17,33.70,261.64,0.25,168.43,-149.00,22.42,11.14,11.32,3.97,30.75,144.82,4.93,4.34,167.59,0.00,16.83,16.55,11.87,5.52,64.55,93.06,51.92,3.72
2025-05-23 07:22:00,508.56,1017.71,1011.85,1053.97,958.82,937.17,-164.45,-83.90,-74.00,29.45,1.00,19.50,1.00,45.80,1.00,4.68,1.00,27.63,1.00,37.01,1.00,31.65,1.00,21.15,1.00,39.44,0.00,29.81,862.00,2.00,0.00,480.74,501.09,824.82,-2711.50,131.67,-2546.90,187.29,2396.07,185.15,115.53,-24.00,11.75,11.32,19.75,7.45,37.16,38.36,261.64,0.25,168.56,-142.00,23.35,10.64,11.08,3.65,75.32,147.51,3.95,4.35,167.40,0.00,17.24,17.26,11.54,5.42,17.53,99.05,1.82,2.80
2025-05-23 07:24:00,502.78,1038.83,1041.36,1071.72,957.64,928.59,-164.95,-75.60,-117.40,29.44,1.00,19.47,1.00,45.81,1.00,4.66,1.00,27.63,1.00,36.99,1.00,31.62,1.00,21.15,1.00,39.43,0.00,29.79,853.00,2.00,0.00,476.06,495.49,835.62,-2715.10,131.55,-2566.75,187.41,2410.42,184.93,115.41,-32.00,12.32,11.32,19.77,7.60,37.16,31.94,261.64,0.23,168.66,-156.00,23.57,11.14,10.27,3.66,102.58,147.92,4.78,4.30,167.12,0.00,19.38,16.67,11.40,5.15,19.74,86.50,16.04,0.65
2025-05-23 07:26:00,498.16,1044.94,1051.11,1082.90,952.18,915.40,-169.95,-157.60,-162.90,29.43,1.00,19.46,1.00,45.80,1.00,4.68,1.00,27.63,1.00,37.00,1.00,31.64,1.00,21.15,1.00,39.42,0.00,29.89,864.00,4.00,4.00,472.03,490.62,840.06,-2726.50,131.67,-2419.30,187.51,2408.55,184.52,115.31,-9.00,12.06,11.32,19.81,7.56,36.16,31.94,261.64,0.33,169.14,-162.00,23.10,10.34,10.51,3.23,141.79,88.82,177.32,4.22,166.86,3.75,14.98,16.49,12.31,6.15,13.71,112.43,0.27,2.70
2025-05-23 07:28:00,495.76,1042.41,1045.33,1079.78,950.04,905.52,-163.60,-140.65,-142.30,29.44,1.00,19.54,1.00,45.80,1.00,4.66,1.00,27.63,1.00,36.98,1.00,31.64,1.00,21.15,1.00,39.46,0.00,29.77,860.00,0.00,1.00,469.04,487.50,841.50,-2718.65,131.55,-1910.50,187.51,2417.95,184.12,115.06,6.00,11.69,11.32,19.49,7.56,41.17,29.03,261.64,0.25,169.36,-125.00,26.50,13.07,10.85,3.71,75.04,155.01,5.81,4.31,166.74,0.00,19.22,15.88,12.58,5.78,4.20,120.18,0.02,2.17
2025-05-23 07:30:00,493.42,1035.06,1034.80,1074.84,948.93,899.14,-160.80,-149.55,-110.80,29.44,1.00,19.48,1.00,45.80,1.00,4.66,1.00,27.63,1.00,36.99,1.00,31.65,1.00,21.15,1.00,39.45,0.00,29.85,862.00,5.00,3.00,466.57,484.77,818.10,-2713.85,131.46,-2414.65,187.86,2404.47,182.95,114.96,6.00,11.90,11.32,19.67,7.56,36.16,25.86,261.64,0.25,170.18,-117.00,23.71,13.35,10.80,4.21,60.83,148.81,4.86,4.32,166.48,0.00,20.20,16.67,12.26,6.48,10.87,109.14,0.94,0.96
2025-05-23 07:32:00,488.54,1035.45,1039.29,1072.83,954.59,910.78,-156.80,-133.70,-122.75,29.45,1.00,19.57,1.00,45.81,1.00,4.68,1.00,27.63,1.00,36.99,1.00,31.64,1.00,21.15,1.00,39.43,0.00,29.88,851.00,4.00,0.00,463.12,481.07,815.28,-2720.35,131.55,-2171.80,188.43,2431.20,182.03,114.84,21.00,11.87,11.32,19.69,7.44,35.17,29.03,261.64,0.25,170.86,-154.00,24.42,12.97,11.13,4.01,63.04,160.81,5.97,4.35,166.11,0.00,18.82,16.22,12.39,6.49,70.09,98.06,3.10,2.02
2025-05-23 07:34:00,484.45,1018.48,1037.07,1072.70,957.19,913.84,-159.40,-137.65,-16.80,29.45,1.00,19.47,1.00,45.81,1.00,4.67,1.00,27.63,1.00,37.00,1.00,31.64,1.00,21.15,1.00,39.42,0.00,29.78,873.00,0.00,0.00,461.24,478.98,817.50,-2742.30,131.67,-1891.45,189.18,2425.60,181.62,114.72,-1.00,11.34,11.32,19.69,7.47,37.16,27.58,261.64,0.25,171.10,-154.00,26.57,12.90,11.39,4.15,40.52,161.43,5.02,4.36,165.73,0.00,17.81,16.82,12.24,6.12,67.17,97.83,1.93,2.43
2025-05-23 07:36:00,481.00,1015.04,1028.30,1065.03,953.16,899.66,-155.20,-140.00,-116.25,29.44,1.00,19.53,1.00,45.81,1.00,4.67,1.00,27.63,1.00,37.00,1.00,31.62,1.00,21.15,1.00,39.43,0.00,29.88,847.00,5.00,0.00,456.62,474.24,830.82,-2729.00,131.67,-1831.50,189.90,2444.73,181.42,114.62,0.00,11.60,11.32,19.81,7.51,37.16,22.91,261.64,0.33,171.90,-155.00,28.09,12.55,11.52,4.14,42.97,178.34,4.12,4.41,165.38,0.00,19.35,16.04,12.82,6.30,63.07,116.69,0.14,1.19
2025-05-23 07:38:00,474.76,1010.23,1025.57,1053.26,959.92,918.19,-153.20,-144.65,-155.35,29.43,1.00,19.61,1.00,45.79,1.00,4.67,1.00,27.63,1.00,36.99,1.00,31.63,1.00,21.15,1.00,39.43,0.00,29.89,848.00,2.00,3.00,451.49,468.65,807.12,-2744.85,131.67,-1815.65,190.63,2440.73,180.27,114.48,6.00,11.90,11.32,19.88,7.62,36.16,22.91,261.64,0.33,172.25,-124.00,24.64,12.45,11.55,4.21,42.71,170.82,4.11,4.40,165.06,5.00,20.19,16.36,12.66,5.61,60.39,101.30,0.83,2.62
2025-05-23 07:40:00,471.51,1018.94,1029.80,1068.73,955.50,904.86,-150.75,-279.65,-121.80,29.44,1.00,19.57,1.00,45.81,1.00,4.68,1.00,27.63,1.00,36.99,1.00,31.60,1.00,21.15,1.00,39.43,0.00,29.77,857.00,11.00,13.00,447.14,464.04,830.46,-2733.30,131.67,-2128.50,191.35,2469.48,180.27,114.39,-39.00,11.76,11.32,19.95,7.58,34.18,19.78,261.64,0.25,172.82,-169.00,30.15,12.28,11.55,4.04,69.69,170.61,4.09,4.40,164.76,0.00,20.02,15.82,12.68,5.92,70.09,119.91,0.17,3.71
2025-05-23 07:42:00,468.58,1037.92,1053.52,1077.51,959.34,909.93,-151.85,-128.80,-95.15,29.45,1.00,19.48,1.00,45.81,1.00,4.66,1.00,27.63,1.00,37.01,1.00,31.63,1.00,21.15,1.00,39.44,0.00,29.69,852.00,0.00,2.00,442.00,458.38,829.80,-2727.90,131.67,-1821.75,192.00,2475.48,180.18,114.15,-40.00,12.12,11.32,19.94,7.50,35.17,19.74,261.64,0.25,173.73,-146.00,25.37,11.38,12.28,4.22,86.44,212.35,3.31,4.53,164.48,3.75,17.87,16.19,12.64,5.99,60.62,109.78,0.42,3.50
2025-05-23 07:44:00,463.90,1025.83,1038.96,1071.33,959.14,911.11,-153.35,-140.90,-115.90,29.45,1.00,19.45,1.00,45.80,1.00,4.68,1.00,27.63,1.00,37.01,1.00,31.65,1.00,21.15,1.00,39.44,0.00,29.77,851.00,8.00,4.00,439.14,455.71,828.24,-2730.35,131.76,-1885.50,192.90,2485.73,179.24,114.04,14.00,11.70,11.32,19.86,7.58,36.16,21.23,261.64,0.25,173.85,-139.00,24.97,11.70,11.47,4.20,51.37,192.74,4.12,4.41,164.03,0.00,17.95,15.99,12.50,5.71,69.43,120.39,0.00,0.83
2025-05-23 07:46:00,461.37,1024.40,1035.32,1064.24,959.53,914.61,-154.60,-144.85,-152.90,29.43,1.00,19.51,1.00,45.79,1.00,4.68,1.00,27.63,1.00,34.53,1.00,31.62,1.00,21.15,1.00,39.44,0.00,29.78,839.00,0.00,0.00,436.99,453.38,822.60,-2713.30,131.76,-1834.40,193.20,2451.25,178.92,114.03,-7.00,11.44,11.32,19.84,7.50,37.16,19.74,261.64,0.25,173.51,-130.00,26.28,11.74,11.41,4.25,52.23,174.29,4.11,4.40,163.78,0.00,18.28,16.19,12.56,5.82,70.31,113.47,0.42,3.24
2025-05-23 07:48:00,457.73,1035.78,1042.21,1071.46,958.75,910.84,-144.55,-119.90,-172.40,29.46,1.00,19.49,1.00,45.79,1.00,4.68,1.00,27.63,1.00,34.53,1.00,31.64,1.00,21.15,1.00,39.42,0.00,29.77,845.00,5.00,4.00,432.25,448.37,827.70,-2723.40,131.76,-1860.80,193.74,2465.07,178.72,113.81,5.00,11.93,11.32,19.95,7.65,36.16,19.74,261.64,0.25,174.42,-139.00,26.66,12.25,10.95,4.12,110.17,155.86,5.04,4.37,163.50,0.00,17.08,15.82,12.70,6.26,71.60,110.05,0.74,1.78
2025-05-23 07:50:00,454.54,1040.84,1048.12,1076.14,957.84,907.14,-150.90,-122.90,-149.30,29.46,1.00,19.91,1.00,45.79,1.00,4.68,1.00,27.63,1.00,34.53,1.00,31.64,1.00,21.15,1.00,39.42,0.00,29.77,851.00,0.00,6.00,427.57,442.78,827.04,-2744.50,131.76,-1892.75,194.04,2480.65,177.86,113.70,22.00,11.65,11.32,20.10,7.57,33.05,19.74,261.64,0.25,174.42,-131.00,22.40,12.30,11.16,3.90,115.88,169.62,3.92,4.34,163.24,0.00,19.52,16.26,12.67,5.67,73.47,105.50,1.67,2.47
2025-05-23 07:52:00,449.80,1031.94,1037.27,1069.45,954.85,906.88,-148.50,-85.10,-59.35,29.46,1.00,19.53,1.00,45.78,1.00,4.67,1.00,27.63,1.00,34.52,1.00,31.62,1.00,21.15,1.00,36.91,0.00,30.02,852.00,1.00,0.00,423.73,438.75,817.68,-2719.60,131.76,-1797.80,194.04,2292.88,177.57,113.58,-40.00,11.83,11.32,20.12,7.64,31.03,19.74,261.64,0.25,174.99,-124.00,24.30,12.40,11.16,3.96,83.17,151.76,3.94,4.35,162.88,0.00,17.96,15.64,12.91,5.90,83.67,106.19,1.85,1.67
2025-05-23 07:54:00,445.64,1010.75,1021.02,1048.71,949.78,895.77,-141.35,-75.00,18.95,29.45,1.00,19.55,1.00,45.79,1.00,4.67,1.00,27.63,1.00,31.99,1.00,31.64,1.00,21.15,1.00,36.96,0.00,29.87,853.00,4.00,5.00,419.90,434.91,821.70,-2738.80,131.71,-1778.40,194.25,2909.43,177.57,113.46,6.00,11.65,11.32,20.09,7.53,31.03,21.27,261.64,0.25,174.76,-117.00,23.94,12.35,11.25,3.80,45.16,175.31,3.95,4.35,161.92,0.00,19.07,16.55,12.57,6.00,26.34,110.74,0.04,1.07
2025-05-23 07:56:00,441.55,1020.50,1015.37,1058.27,940.48,884.19,-153.60,-76.85,-52.65,29.44,1.00,19.57,1.00,47.06,1.00,4.66,1.00,27.63,1.00,30.79,1.00,31.62,1.00,21.15,1.00,38.93,0.00,29.88,862.00,2.00,0.00,418.14,433.10,820.86,-2715.15,131.76,-1829.15,194.67,2764.55,176.33,113.35,-9.00,11.70,11.32,20.04,7.60,31.03,21.27,261.64,0.25,174.64,-139.00,24.00,10.36,11.26,4.28,42.63,180.26,3.99,4.36,161.61,0.00,20.88,16.66,12.20,5.53,11.86,104.30,0.01,2.41
2025-05-23 07:58:00,437.12,1024.98,1028.23,1061.12,939.71,896.74,-153.75,-78.70,-71.65,29.46,1.00,19.53,1.00,48.31,1.00,4.65,1.00,27.63,1.00,29.55,1.00,31.64,1.00,21.15,1.00,36.22,0.00,29.85,857.00,10.00,0.00,414.57,429.32,816.18,-2733.80,131.76,-1878.40,194.55,2092.40,175.70,113.35,-9.00,11.71,11.32,20.09,7.56,30.04,19.74,261.64,0.25,175.11,-169.00,23.07,10.10,11.25,3.94,47.67,173.27,5.91,4.34,161.27,0.00,15.20,16.57,12.32,5.78,1.44,89.90,0.00,1.65
2025-05-23 08:00:00,432.71,1011.08,1010.62,1055.02,937.82,914.16,-154.90,-87.95,-105.10,29.46,1.00,19.58,1.00,48.31,1.00,4.67,1.00,27.63,1.00,28.30,1.00,31.63,1.00,21.15,1.00,35.94,0.00,29.76,858.00,4.00,2.00,410.93,425.10,823.32,-2739.85,131.76,-1834.50,194.55,2192.78,175.70,113.24,22.00,11.59,11.32,20.14,7.59,29.05,16.83,261.64,0.25,175.11,-153.00,23.60,11.65,11.25,3.98,62.24,172.41,3.88,4.33,160.54,0.00,19.49,16.98,12.56,5.85,0.19,89.80,3.14,1.29
2025-05-23 08:02:00,432.71,1011.08,1010.62,1055.02,937.82,914.16,-153.45,-113.50,-105.10,29.44,1.00,19.57,1.00,48.31,1.00,4.67,1.00,27.63,1.00,28.30,1.00,31.62,1.00,21.15,1.00,35.94,0.00,29.76,858.00,4.00,2.00,407.81,421.78,823.32,-2726.65,131.76,-1871.70,194.55,1868.75,175.70,113.13,15.00,12.32,11.32,20.17,7.59,28.06,15.11,261.64,0.25,175.21,-162.00,21.23,11.50,11.82,4.36,29.49,204.59,4.31,4.47,160.54,0.00,15.81,17.21,12.15,5.09,60.23,66.07,5.02,1.48
2025-05-23 08:04:00,427.31,985.92,980.20,1035.65,937.95,920.99,-152.25,-133.60,-44.55,29.44,1.00,19.62,1.00,49.56,1.00,4.68,1.00,27.63,1.00,33.28,1.00,31.62,1.00,21.15,1.00,35.47,0.00,29.77,858.00,3.00,7.00,403.00,416.39,826.20,-2758.15,131.76,-1894.50,194.46,1942.52,175.82,113.01,-1.00,11.93,11.32,20.19,7.52,28.06,15.11,261.64,0.25,175.46,-130.00,21.59,11.22,12.51,4.39,26.52,198.90,3.38,4.56,160.24,0.00,16.98,17.72,11.82,5.40,61.78,94.81,3.25,1.31
2025-05-23 08:06:00,424.38,988.78,982.22,1030.25,938.40,918.58,-153.15,-139.65,-56.20,29.46,1.00,19.64,1.00,49.55,1.00,4.66,1.00,27.63,1.00,36.98,1.00,31.61,1.00,21.15,1.00,37.19,0.00,29.68,857.00,2.00,8.00,401.18,414.51,818.76,-2726.05,131.67,-1887.20,194.25,2060.33,176.54,113.01,0.00,11.57,11.32,20.22,7.40,28.06,15.11,261.64,0.25,175.46,-169.00,25.08,11.01,12.80,4.80,54.38,217.66,3.45,4.59,160.07,0.00,19.97,17.59,11.41,4.68,81.20,79.11,19.14,3.42
2025-05-23 08:08:00,418.47,993.52,989.17,1029.54,933.47,891.02,-152.10,-93.95,-50.80,29.45,1.00,19.54,1.00,49.56,1.00,4.67,1.00,27.63,1.00,36.99,1.00,31.63,1.00,21.15,1.00,37.90,0.00,29.67,851.00,4.00,0.00,396.89,409.76,843.00,-2734.75,131.55,-1593.15,193.93,2112.18,178.20,112.89,22.00,12.12,11.32,20.22,7.59,28.06,15.11,261.64,0.25,175.10,-125.00,21.70,11.32,12.64,4.88,73.43,213.95,3.51,4.62,160.28,0.00,20.00,17.06,11.81,5.44,90.68,103.31,0.90,2.98
2025-05-23 08:10:00,416.00,1000.61,996.32,1037.66,933.92,890.18,-156.95,-108.75,-70.20,29.45,1.00,19.65,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.00,1.00,31.64,1.00,21.15,1.00,37.96,0.00,29.78,875.00,11.00,0.00,395.01,407.88,829.32,-2749.10,131.54,-1652.50,193.74,1933.15,178.20,112.89,-1.00,11.93,11.32,20.22,7.52,28.04,15.11,261.64,0.25,174.87,-125.00,20.83,11.55,11.99,4.19,104.66,192.67,4.19,4.43,160.35,0.00,18.95,17.58,11.63,5.05,22.38,107.85,0.08,3.41
2025-05-23 08:12:00,414.05,991.32,989.30,1029.54,931.38,885.23,-137.35,-85.80,-48.95,29.45,1.00,19.51,1.00,49.56,1.00,4.66,1.00,27.63,1.00,35.76,1.00,31.63,1.00,21.15,1.00,36.70,0.00,29.66,868.00,1.00,0.00,394.42,407.35,832.74,-2750.40,131.55,-1649.05,193.32,2067.55,178.60,112.79,15.00,12.24,11.32,20.22,7.59,28.04,15.11,261.64,0.25,174.41,-132.00,20.93,11.35,12.10,4.82,102.66,189.63,3.25,4.50,160.11,0.00,19.10,17.48,11.76,4.98,22.71,108.00,1.11,2.40
2025-05-23 08:14:00,417.82,978.32,964.73,1018.68,932.82,897.91,-144.80,-98.20,-53.20,29.44,1.00,19.56,1.00,49.55,1.00,4.67,1.00,27.63,1.00,35.76,1.00,31.65,1.00,21.15,1.00,37.44,0.00,29.67,867.00,7.00,5.00,397.02,411.64,827.40,-2758.20,131.67,-1698.20,192.27,2147.23,179.84,112.67,-23.00,11.91,11.32,19.64,7.66,45.23,44.45,261.64,0.25,174.06,-118.00,21.88,11.44,12.30,4.32,36.27,183.86,4.33,4.48,160.24,0.00,17.41,17.67,11.42,4.69,18.75,79.92,3.82,1.45
2025-05-23 08:16:00,426.33,984.29,970.52,1025.24,927.88,892.19,-135.05,-79.65,-53.40,29.41,1.00,19.65,1.00,49.55,1.00,4.65,1.00,27.63,1.00,35.76,1.00,31.63,1.00,21.15,1.00,37.44,0.00,29.80,867.00,8.00,0.00,405.86,441.35,836.40,-2754.35,131.83,-1554.45,191.55,2123.82,180.18,112.67,-8.00,11.68,11.32,19.19,36.58,160.14,332.69,500.00,1.21,173.37,-125.00,22.32,11.79,11.66,3.95,39.92,142.72,4.03,4.38,160.31,2.50,18.18,17.71,11.63,5.06,16.53,87.13,1.76,1.23
2025-05-23 08:18:00,434.20,983.91,966.42,1030.32,924.43,891.54,-142.05,-90.90,-95.15,29.44,1.00,19.64,1.00,49.56,1.00,4.64,1.00,27.63,1.00,35.77,1.00,31.65,1.00,21.15,1.00,37.46,0.00,29.79,859.00,8.00,3.00,411.12,456.62,836.52,-2744.40,131.85,-1524.55,191.04,2125.55,180.70,112.67,22.00,11.63,11.32,18.83,33.05,105.30,241.05,500.00,1.09,173.71,-134.00,20.69,12.04,11.26,4.37,39.19,140.12,3.95,4.35,160.35,0.00,20.28,18.06,11.59,5.43,10.81,80.90,4.59,2.42
2025-05-23 08:20:00,443.75,987.35,977.54,1027.65,923.26,896.41,-142.90,-81.85,-23.05,29.43,1.00,19.62,1.00,49.56,1.00,4.66,1.00,27.63,1.00,35.76,1.00,31.64,1.00,21.15,1.00,37.46,0.00,29.66,855.00,5.00,4.00,425.75,478.01,837.00,-2744.65,131.96,-1573.95,190.41,2132.27,181.62,112.53,7.00,12.04,11.32,18.82,34.01,99.42,255.92,500.00,1.13,172.92,-125.00,22.18,11.80,11.25,4.17,32.72,150.70,4.03,4.38,160.44,1.25,17.53,17.67,11.40,5.03,12.78,83.32,3.47,1.93
2025-05-23 08:22:00,449.02,988.00,976.49,1030.83,920.08,896.41,-138.65,-83.95,49.60,29.43,1.00,19.94,1.00,49.56,1.00,4.65,1.00,27.63,1.00,35.76,1.00,31.65,1.00,21.15,1.00,37.45,0.00,29.69,866.00,6.00,4.00,431.60,479.51,829.56,-2741.85,132.07,-1575.10,189.79,2142.15,181.71,112.54,30.00,12.29,11.32,18.99,37.41,118.74,271.83,500.00,1.23,172.92,-125.00,19.90,11.34,11.27,3.95,34.61,139.99,4.13,4.41,160.56,0.00,17.68,18.03,11.49,4.82,8.42,85.70,2.05,1.77
2025-05-23 08:24:00,455.26,984.23,966.61,1029.92,922.54,909.02,-152.05,-90.60,-57.10,29.43,1.00,19.86,1.00,49.56,1.00,4.66,1.00,27.63,1.00,43.22,1.00,31.65,1.00,21.15,1.00,40.64,0.00,29.75,864.00,0.00,4.00,436.48,479.57,824.82,-2759.45,131.55,-1576.10,189.39,2225.30,181.71,112.46,-22.00,11.81,11.32,19.19,7.58,28.06,56.50,261.64,0.25,172.68,-125.00,20.65,11.80,11.28,3.66,28.97,139.84,3.95,4.35,160.89,0.00,17.23,18.06,10.73,4.68,13.35,51.32,146.12,0.71
2025-05-23 08:26:00,458.90,982.54,971.10,1028.62,928.33,903.76,-146.25,-110.60,-77.35,29.42,1.00,19.85,1.00,49.54,1.00,4.65,1.00,27.63,1.00,43.24,1.00,31.62,1.00,21.15,1.00,40.43,0.00,29.86,861.00,0.00,5.00,439.33,483.08,828.30,-2740.30,130.56,-1588.45,189.00,2453.85,184.00,112.44,8.00,11.73,11.32,19.10,7.47,26.04,62.62,261.64,0.25,172.68,-121.00,20.47,11.70,11.48,4.24,30.24,154.05,4.13,4.41,161.44,0.00,20.41,16.92,11.77,4.97,61.56,111.03,7.70,2.40
2025-05-23 08:28:00,462.80,972.21,959.92,1015.30,928.07,888.81,-145.50,-105.45,0.55,29.44,1.00,19.61,1.00,49.54,1.00,4.66,1.00,27.63,1.00,41.99,1.00,31.63,1.00,21.15,1.00,44.01,0.00,29.78,840.00,10.00,8.00,443.04,483.73,846.84,-2767.20,129.12,-1642.50,188.43,2461.80,185.40,112.44,8.00,12.03,11.32,19.10,7.34,26.04,68.66,261.64,0.25,172.35,-140.00,22.23,11.21,12.03,4.25,21.71,173.79,3.18,4.47,162.11,0.00,19.12,16.81,12.16,5.37,54.06,131.22,0.03,3.51
2025-05-23 08:30:00,466.51,978.57,972.21,1027.00,934.12,885.43,-90.30,-95.65,-107.10,29.44,1.00,19.54,1.00,49.56,1.00,4.67,1.00,27.63,1.00,34.39,1.00,31.62,1.00,21.15,1.00,39.45,0.00,29.68,861.00,5.00,0.00,447.07,488.80,833.58,-2770.95,127.59,-1574.40,188.25,2378.07,185.36,112.32,-24.00,11.97,11.32,19.07,7.46,24.06,59.71,261.64,0.25,172.23,-117.00,22.86,11.43,11.82,4.58,16.41,178.25,3.23,4.49,162.23,2.50,15.03,15.05,13.18,6.52,49.07,120.94,0.03,3.32
