时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2024-11-07 10:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 10:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 10:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 11:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 11:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 12:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 12:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 13:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 13:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 14:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 14:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 15:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 15:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:00:00,1,预警,烟气中一氧化碳（CO）浓度较高,预警,11.7_process.xlsx,11.7
2024-11-07 16:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 16:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 16:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:00:00,1,预警,烟气中一氧化碳（CO）浓度较高,预警,11.7_process.xlsx,11.7
2024-11-07 17:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 17:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 17:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 18:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 18:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 19:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 19:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 20:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 20:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:45:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:50:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:50:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 21:55:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 21:55:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:00:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:00:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:05:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:05:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:10:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:10:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:15:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:15:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:20:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:20:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:25:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:25:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:30:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:30:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:35:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:35:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:40:00,1,报警,低炉温焚烧,报警,11.7_process.xlsx,11.7
2024-11-07 22:40:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
2024-11-07 22:45:00,1,预警,瞬时低炉温焚烧,预警,11.7_process.xlsx,11.7
